Year,Team,ORtg,DRtg,NRtg
2011,San Antonio Spurs*,111.8,105.6,+6.2
2011,Boston Celtics*,106.2,100.3,+5.9
2011,Orlando Magic*,107.9,102.0,+5.9
2011,Denver Nuggets*,112.3,107.3,+5.0
2011,Dallas Mavericks*,109.7,105.0,+4.7
2011,Oklahoma City Thunder*,111.2,107.2,+4.0
2011,Memphis Grizzlies*,107.6,105.1,+2.5
2011,Houston Rockets,111.3,109.0,+2.3
2011,Portland Trail Blazers*,108.8,107.1,+1.7
2011,Philadelphia 76ers*,106.6,105.0,+1.6
2011,New Orleans Hornets*,106.2,105.2,+1.0
2011,New York Knicks*,110.9,110.1,+0.8
2011,Milwaukee Bucks,101.6,102.5,-0.9
2011,Phoenix Suns,109.5,110.4,-0.9
2011,Atlanta Hawks*,106.1,107.0,-0.9
2011,Indiana Pacers*,104.8,106.0,-1.2
2011,Utah Jazz,108.1,110.1,-2.0
2011,Golden State Warriors,108.2,110.7,-2.5
2011,Los Angeles Clippers,105.3,108.7,-3.4
2011,Detroit Pistons,107.7,111.7,-4.0
2011,Charlotte Bobcats,103.4,107.8,-4.4
2011,Sacramento Kings,103.5,109.0,-5.5
2011,New Jersey Nets,103.1,109.9,-6.8
2011,Toronto Raptors,106.1,112.9,-6.8
2011,Minnesota Timberwolves,104.2,111.1,-6.9
2011,Washington Wizards,102.4,110.2,-7.8
2011,Cleveland Cavaliers,102.2,111.8,-9.6
2011,League Average,107.3,107.3,
2012,Chicago Bulls*,107.4,98.3,+9.1
2012,San Antonio Spurs*,110.9,103.2,+7.7
2012,Oklahoma City Thunder*,109.8,103.2,+6.6
2012,Miami Heat*,106.6,100.2,+6.4
2012,Philadelphia 76ers*,103.9,99.2,+4.7
2012,Atlanta Hawks*,104.9,101.2,+3.7
2012,Indiana Pacers*,106.7,103.1,+3.6
2012,New York Knicks*,104.4,101.0,+3.4
2012,Denver Nuggets*,109.2,106.2,+3.0
2012,Boston Celtics*,101.0,98.2,+2.8
2012,Los Angeles Clippers*,108.5,105.7,+2.8
2012,Memphis Grizzlies*,104.0,101.8,+2.2
2012,Los Angeles Lakers*,106.0,104.4,+1.6
2012,Dallas Mavericks*,103.3,102.3,+1.0
2012,Orlando Magic*,105.0,104.1,+0.9
2012,Utah Jazz*,106.8,106.1,+0.7
2012,Milwaukee Bucks,105.5,105.2,+0.3
2012,Houston Rockets,105.5,105.2,+0.3
2012,Phoenix Suns,106.2,106.5,-0.3
2012,Portland Trail Blazers,105.7,106.4,-0.7
2012,Minnesota Timberwolves,104.3,106.6,-2.3
2012,Golden State Warriors,105.4,109.1,-3.7
2012,Toronto Raptors,100.8,104.5,-3.7
2012,New Orleans Hornets,100.9,105.1,-4.2
2012,Washington Wizards,101.0,106.2,-5.2
2012,Detroit Pistons,101.0,106.3,-5.3
2012,Sacramento Kings,103.8,109.8,-6.0
2012,New Jersey Nets,102.9,109.6,-6.7
2012,Cleveland Cavaliers,101.1,108.9,-7.8
2012,Charlotte Bobcats,95.2,110.4,-15.2
2012,League Average,104.6,104.6,
2013,Oklahoma City Thunder*,112.4,102.6,+9.8
2013,Miami Heat*,112.3,103.7,+8.6
2013,Los Angeles Clippers*,110.6,103.6,+7.0
2013,San Antonio Spurs*,108.3,101.6,+6.7
2013,Denver Nuggets*,110.4,105.1,+5.3
2013,New York Knicks*,111.1,106.3,+4.8
2013,Memphis Grizzlies*,104.9,100.3,+4.6
2013,Indiana Pacers*,104.3,99.8,+4.5
2013,Houston Rockets*,109.7,106.1,+3.6
2013,Brooklyn Nets*,108.2,106.2,+2.0
2013,Los Angeles Lakers*,107.8,106.6,+1.2
2013,Golden State Warriors*,106.4,105.5,+0.9
2013,Atlanta Hawks*,104.8,104.4,+0.4
2013,Chicago Bulls*,103.5,103.2,+0.3
2013,Utah Jazz,106.7,106.8,-0.1
2013,Boston Celtics*,103.1,103.3,-0.2
2013,Dallas Mavericks,105.9,106.5,-0.6
2013,Milwaukee Bucks*,103.6,105.2,-1.6
2013,Toronto Raptors,105.9,107.5,-1.6
2013,Minnesota Timberwolves,102.9,105.4,-2.5
2013,Washington Wizards,100.2,103.0,-2.8
2013,Portland Trail Blazers,105.8,109.2,-3.4
2013,Philadelphia 76ers,102.0,105.7,-3.7
2013,Detroit Pistons,103.8,108.1,-4.3
2013,New Orleans Hornets,105.7,110.1,-4.4
2013,Cleveland Cavaliers,104.3,109.4,-5.1
2013,Sacramento Kings,106.2,111.4,-5.2
2013,Phoenix Suns,101.2,108.1,-6.9
2013,Orlando Magic,101.6,109.1,-7.5
2013,Charlotte Bobcats,101.5,111.5,-10.0
2013,League Average,105.9,105.9,
2014,San Antonio Spurs*,110.5,102.4,+8.1
2014,Los Angeles Clippers*,112.1,104.8,+7.3
2014,Oklahoma City Thunder*,110.5,103.9,+6.6
2014,Miami Heat*,110.9,105.8,+5.1
2014,Golden State Warriors*,107.5,102.6,+4.9
2014,Indiana Pacers*,104.1,99.3,+4.8
2014,Houston Rockets*,111.0,106.3,+4.7
2014,Portland Trail Blazers*,111.5,107.4,+4.1
2014,Toronto Raptors*,108.8,105.3,+3.5
2014,Phoenix Suns,109.5,106.7,+2.8
2014,Minnesota Timberwolves,108.9,106.2,+2.7
2014,Dallas Mavericks*,111.2,108.7,+2.5
2014,Chicago Bulls*,102.5,100.5,+2.0
2014,Memphis Grizzlies*,106.3,104.6,+1.7
2014,Washington Wizards*,106.0,104.6,+1.4
2014,Charlotte Bobcats*,103.6,103.8,-0.2
2014,Atlanta Hawks*,105.9,106.4,-0.5
2014,New York Knicks,108.3,109.1,-0.8
2014,Brooklyn Nets*,106.7,107.7,-1.0
2014,Denver Nuggets,106.0,108.2,-2.2
2014,New Orleans Pelicans,107.2,110.1,-2.9
2014,Sacramento Kings,105.7,108.8,-3.1
2014,Cleveland Cavaliers,104.2,107.7,-3.5
2014,Detroit Pistons,105.9,109.7,-3.8
2014,Boston Celtics,102.9,107.7,-4.8
2014,Orlando Magic,101.7,107.4,-5.7
2014,Los Angeles Lakers,104.2,110.6,-6.4
2014,Utah Jazz,103.5,111.3,-7.8
2014,Milwaukee Bucks,103.0,111.8,-8.8
2014,Philadelphia 76ers,99.4,109.9,-10.5
2014,League Average,106.7,106.7,
2015,Golden State Warriors*,111.6,101.4,+10.2
2015,Los Angeles Clippers*,112.4,105.5,+6.9
2015,San Antonio Spurs*,108.5,102.0,+6.5
2015,Atlanta Hawks*,108.9,103.1,+5.8
2015,Cleveland Cavaliers*,111.1,106.3,+4.8
2015,Portland Trail Blazers*,108.2,103.7,+4.5
2015,Houston Rockets*,107.0,103.4,+3.6
2015,Memphis Grizzlies*,105.7,102.2,+3.5
2015,Toronto Raptors*,111.0,107.7,+3.3
2015,Chicago Bulls*,107.5,104.3,+3.2
2015,Dallas Mavericks*,109.5,106.4,+3.1
2015,Oklahoma City Thunder,107.8,105.5,+2.3
2015,New Orleans Pelicans*,108.2,107.3,+0.9
2015,Washington Wizards*,103.7,103.0,+0.7
2015,Milwaukee Bucks*,102.7,102.2,+0.5
2015,Indiana Pacers,103.5,103.2,+0.3
2015,Utah Jazz,105.1,104.9,+0.2
2015,Boston Celtics*,104.7,104.5,+0.2
2015,Phoenix Suns,105.3,106.2,-0.9
2015,Detroit Pistons,105.3,106.4,-1.1
2015,Miami Heat,103.9,106.7,-2.8
2015,Brooklyn Nets*,104.4,107.4,-3.0
2015,Charlotte Hornets,100.1,103.5,-3.4
2015,Denver Nuggets,104.5,108.2,-3.7
2015,Sacramento Kings,105.3,109.2,-3.9
2015,Orlando Magic,101.6,107.7,-6.1
2015,Los Angeles Lakers,103.4,110.6,-7.2
2015,Minnesota Timberwolves,102.9,112.2,-9.3
2015,Philadelphia 76ers,95.5,104.8,-9.3
2015,New York Knicks,99.9,110.0,-10.1
2015,League Average,105.6,105.6,
2016,San Antonio Spurs*,110.3,99.0,+11.3
2016,Golden State Warriors*,114.5,103.8,+10.7
2016,Oklahoma City Thunder*,113.1,105.6,+7.5
2016,Cleveland Cavaliers*,110.9,104.5,+6.4
2016,Toronto Raptors*,110.0,105.2,+4.8
2016,Los Angeles Clippers*,108.3,103.8,+4.5
2016,Atlanta Hawks*,105.1,101.4,+3.7
2016,Boston Celtics*,106.8,103.6,+3.2
2016,Charlotte Hornets*,107.1,104.3,+2.8
2016,Utah Jazz,105.9,103.9,+2.0
2016,Miami Heat*,106.1,104.4,+1.7
2016,Indiana Pacers*,104.6,102.9,+1.7
2016,Portland Trail Blazers*,108.8,108.0,+0.8
2016,Detroit Pistons*,106.1,105.5,+0.6
2016,Houston Rockets*,108.3,108.1,+0.2
2016,Dallas Mavericks*,106.7,107.0,-0.3
2016,Washington Wizards,105.3,105.8,-0.5
2016,Chicago Bulls,105.0,106.5,-1.5
2016,Orlando Magic,105.1,106.8,-1.7
2016,Sacramento Kings,106.0,108.4,-2.4
2016,Memphis Grizzlies*,105.4,107.8,-2.4
2016,New York Knicks,104.6,107.6,-3.0
2016,Denver Nuggets,105.6,108.9,-3.3
2016,Minnesota Timberwolves,106.5,110.1,-3.6
2016,New Orleans Pelicans,105.6,109.5,-3.9
2016,Milwaukee Bucks,104.3,108.7,-4.4
2016,Phoenix Suns,102.2,109.0,-6.8
2016,Brooklyn Nets,103.2,110.9,-7.7
2016,Los Angeles Lakers,101.6,111.6,-10.0
2016,Philadelphia 76ers,98.8,109.2,-10.4
2016,League Average,106.4,106.4,
2017,Golden State Warriors*,115.6,104.0,+11.6
2017,San Antonio Spurs*,111.1,103.5,+7.6
2017,Houston Rockets*,114.7,109.0,+5.7
2017,Toronto Raptors*,112.3,107.8,+4.5
2017,Los Angeles Clippers*,112.7,108.2,+4.5
2017,Utah Jazz*,109.6,105.3,+4.3
2017,Cleveland Cavaliers*,113.6,110.3,+3.3
2017,Boston Celtics*,111.2,108.4,+2.8
2017,Washington Wizards*,111.2,109.3,+1.9
2017,Miami Heat,107.8,106.7,+1.1
2017,Oklahoma City Thunder*,108.3,107.5,+0.8
2017,Memphis Grizzlies*,107.7,107.1,+0.6
2017,Denver Nuggets,113.2,112.7,+0.5
2017,Chicago Bulls*,107.4,107.0,+0.4
2017,Charlotte Hornets,108.8,108.6,+0.2
2017,Indiana Pacers*,108.6,108.8,-0.2
2017,Milwaukee Bucks*,109.1,109.3,-0.2
2017,Portland Trail Blazers*,110.3,110.8,-0.5
2017,Atlanta Hawks*,104.9,105.7,-0.8
2017,Detroit Pistons,106.0,107.1,-1.1
2017,Minnesota Timberwolves,110.8,112.0,-1.2
2017,New Orleans Pelicans,105.2,107.4,-2.2
2017,Dallas Mavericks,105.6,108.8,-3.2
2017,New York Knicks,107.7,111.5,-3.8
2017,Sacramento Kings,107.3,111.3,-4.0
2017,Phoenix Suns,106.6,112.2,-5.6
2017,Philadelphia 76ers,103.2,108.9,-5.7
2017,Brooklyn Nets,104.1,110.7,-6.6
2017,Orlando Magic,103.7,110.5,-6.8
2017,Los Angeles Lakers,106.0,113.0,-7.0
2017,League Average,108.8,108.8,
2018,Houston Rockets*,114.7,106.1,+8.6
2018,Toronto Raptors*,113.8,105.9,+7.9
2018,Golden State Warriors*,113.6,107.6,+6.0
2018,Utah Jazz*,108.4,103.9,+4.5
2018,Philadelphia 76ers*,109.5,105.0,+4.5
2018,Boston Celtics*,107.6,103.9,+3.7
2018,Oklahoma City Thunder*,110.7,107.2,+3.5
2018,San Antonio Spurs*,107.9,104.8,+3.1
2018,Portland Trail Blazers*,109.1,106.4,+2.7
2018,Minnesota Timberwolves*,113.4,111.1,+2.3
2018,Denver Nuggets,112.5,111.0,+1.5
2018,Indiana Pacers*,109.5,108.1,+1.4
2018,New Orleans Pelicans*,109.6,108.3,+1.3
2018,Cleveland Cavaliers*,112.9,111.9,+1.0
2018,Washington Wizards*,109.3,108.7,+0.6
2018,Miami Heat*,106.8,106.3,+0.5
2018,Charlotte Hornets,109.4,109.1,+0.3
2018,Los Angeles Clippers,110.3,110.2,+0.1
2018,Detroit Pistons,107.2,107.3,-0.1
2018,Milwaukee Bucks*,109.8,110.1,-0.3
2018,Los Angeles Lakers,106.5,108.0,-1.5
2018,Dallas Mavericks,106.3,109.5,-3.2
2018,New York Knicks,107.1,110.7,-3.6
2018,Brooklyn Nets,106.9,110.6,-3.7
2018,Orlando Magic,105.2,110.1,-4.9
2018,Atlanta Hawks,105.0,110.6,-5.6
2018,Memphis Grizzlies,104.5,111.0,-6.5
2018,Chicago Bulls,103.8,110.9,-7.1
2018,Sacramento Kings,103.7,111.1,-7.4
2018,Phoenix Suns,103.5,112.8,-9.3
2018,League Average,108.6,108.6,
2019,Milwaukee Bucks*,113.8,105.2,+8.6
2019,Golden State Warriors*,115.9,109.5,+6.4
2019,Toronto Raptors*,113.1,107.1,+6.0
2019,Utah Jazz*,110.9,105.7,+5.2
2019,Houston Rockets*,115.5,110.7,+4.8
2019,Boston Celtics*,112.2,107.8,+4.4
2019,Portland Trail Blazers*,114.7,110.5,+4.2
2019,Denver Nuggets*,113.0,108.9,+4.1
2019,Indiana Pacers*,109.9,106.5,+3.4
2019,Oklahoma City Thunder*,110.3,107.0,+3.3
2019,Philadelphia 76ers*,112.6,110.0,+2.6
2019,San Antonio Spurs*,112.9,111.2,+1.7
2019,Los Angeles Clippers*,112.4,111.5,+0.9
2019,Orlando Magic*,108.9,108.1,+0.8
2019,Brooklyn Nets*,109.6,109.7,-0.1
2019,Detroit Pistons*,109.0,109.2,-0.2
2019,Miami Heat,107.3,107.6,-0.3
2019,Sacramento Kings,110.4,111.5,-1.1
2019,Charlotte Hornets,111.4,112.5,-1.1
2019,New Orleans Pelicans,111.4,112.6,-1.2
2019,Dallas Mavericks,109.4,110.7,-1.3
2019,Minnesota Timberwolves,111.4,112.9,-1.5
2019,Los Angeles Lakers,107.8,109.5,-1.7
2019,Memphis Grizzlies,106.1,108.8,-2.7
2019,Washington Wizards,111.1,113.9,-2.8
2019,Atlanta Hawks,108.1,113.9,-5.8
2019,Chicago Bulls,104.8,113.2,-8.4
2019,New York Knicks,104.5,113.7,-9.2
2019,Phoenix Suns,105.9,115.1,-9.2
2019,Cleveland Cavaliers,107.7,117.6,-9.9
2019,League Average,110.4,110.4,
2020,Milwaukee Bucks*,112.4,102.9,+9.5
2020,Boston Celtics*,113.3,107.0,+6.3
2020,Los Angeles Clippers*,113.9,107.6,+6.3
2020,Toronto Raptors*,111.1,105.0,+6.1
2020,Los Angeles Lakers*,112.0,106.3,+5.7
2020,Dallas Mavericks*,116.7,111.7,+5.0
2020,Miami Heat*,112.5,109.5,+3.0
2020,Houston Rockets*,112.9,110.1,+2.8
2020,Utah Jazz*,112.3,109.9,+2.4
2020,Philadelphia 76ers*,111.3,109.0,+2.3
2020,Denver Nuggets*,113.1,111.0,+2.1
2020,Indiana Pacers*,110.0,108.0,+2.0
2020,Oklahoma City Thunder*,110.8,108.8,+2.0
2020,Phoenix Suns,111.7,111.4,+0.3
2020,Brooklyn Nets*,108.9,109.5,-0.6
2020,Orlando Magic*,108.5,109.5,-1.0
2020,San Antonio Spurs,112.4,113.5,-1.1
2020,Memphis Grizzlies,109.2,110.3,-1.1
2020,Portland Trail Blazers*,113.7,114.8,-1.1
2020,New Orleans Pelicans,110.7,111.9,-1.2
2020,Sacramento Kings,110.2,112.2,-2.0
2020,Chicago Bulls,106.7,109.8,-3.1
2020,Detroit Pistons,109.0,112.7,-3.7
2020,Minnesota Timberwolves,108.1,112.2,-4.1
2020,Washington Wizards,110.9,115.5,-4.6
2020,New York Knicks,106.5,113.0,-6.5
2020,Charlotte Hornets,106.3,113.3,-7.0
2020,Atlanta Hawks,107.2,114.8,-7.6
2020,Cleveland Cavaliers,107.5,115.4,-7.9
2020,Golden State Warriors,105.2,113.8,-8.6
2020,League Average,110.6,110.6,
2021,Utah Jazz*,117.6,108.3,+9.3
2021,Los Angeles Clippers*,117.6,111.2,+6.4
2021,Phoenix Suns*,117.2,111.3,+5.9
2021,Milwaukee Bucks*,117.2,111.4,+5.8
2021,Philadelphia 76ers*,113.2,107.6,+5.6
2021,Denver Nuggets*,117.1,112.1,+5.0
2021,Brooklyn Nets*,118.3,113.8,+4.5
2021,Los Angeles Lakers*,109.9,107.1,+2.8
2021,Dallas Mavericks*,115.4,113.0,+2.4
2021,New York Knicks*,110.6,108.2,+2.4
2021,Atlanta Hawks*,115.7,113.3,+2.4
2021,Portland Trail Blazers*,117.8,116.0,+1.8
2021,Boston Celtics*,114.0,112.5,+1.5
2021,Golden State Warriors,111.1,110.1,+1.0
2021,Memphis Grizzlies*,112.0,111.0,+1.0
2021,Miami Heat*,111.2,111.2,0.0
2021,Indiana Pacers,112.4,112.4,0.0
2021,New Orleans Pelicans,113.5,113.8,-0.3
2021,Toronto Raptors,112.0,112.5,-0.5
2021,Chicago Bulls,111.1,112.0,-0.9
2021,San Antonio Spurs,111.0,112.8,-1.8
2021,Washington Wizards*,111.2,113.0,-1.8
2021,Charlotte Hornets,110.9,112.8,-1.9
2021,Sacramento Kings,113.6,117.2,-3.6
2021,Detroit Pistons,108.0,112.5,-4.5
2021,Minnesota Timberwolves,109.5,115.0,-5.5
2021,Houston Rockets,107.1,114.9,-7.8
2021,Cleveland Cavaliers,105.8,114.4,-8.6
2021,Orlando Magic,105.1,114.5,-9.4
2021,Oklahoma City Thunder,103.5,114.0,-10.5
2021,League Average,112.3,112.3,
2022,Boston Celtics*,114.4,106.9,+7.5
2022,Phoenix Suns*,114.8,107.3,+7.5
2022,Utah Jazz*,116.7,110.5,+6.2
2022,Memphis Grizzlies*,114.6,109.0,+5.6
2022,Golden State Warriors*,112.5,106.9,+5.6
2022,Miami Heat*,113.7,109.1,+4.6
2022,Dallas Mavericks*,112.8,109.4,+3.4
2022,Milwaukee Bucks*,115.1,111.8,+3.3
2022,Philadelphia 76ers*,113.5,110.8,+2.7
2022,Minnesota Timberwolves*,114.3,111.7,+2.6
2022,Denver Nuggets*,114.5,112.1,+2.4
2022,Toronto Raptors*,112.9,110.5,+2.4
2022,Cleveland Cavaliers,111.9,109.7,+2.2
2022,Atlanta Hawks*,116.5,114.9,+1.6
2022,Brooklyn Nets*,113.6,112.8,+0.8
2022,Charlotte Hornets,114.1,113.7,+0.4
2022,San Antonio Spurs,112.4,112.3,+0.1
2022,Los Angeles Clippers,110.1,110.1,0.0
2022,New York Knicks,110.4,110.5,-0.1
2022,Chicago Bulls*,113.2,113.6,-0.4
2022,New Orleans Pelicans*,112.0,113.0,-1.0
2022,Los Angeles Lakers,110.3,113.3,-3.0
2022,Washington Wizards,111.1,114.5,-3.4
2022,Indiana Pacers,112.6,116.1,-3.5
2022,Sacramento Kings,109.9,115.3,-5.4
2022,Detroit Pistons,106.0,113.8,-7.8
2022,Orlando Magic,104.5,112.5,-8.0
2022,Oklahoma City Thunder,104.6,112.8,-8.2
2022,Houston Rockets,108.4,116.7,-8.3
2022,Portland Trail Blazers,107.8,116.9,-9.1
2022,League Average,112.0,112.0,
2023,Boston Celtics*,118.0,111.5,+6.5
2023,Cleveland Cavaliers*,116.1,110.6,+5.5
2023,Philadelphia 76ers*,117.7,113.3,+4.4
2023,Memphis Grizzlies*,115.1,111.2,+3.9
2023,Milwaukee Bucks*,115.4,111.9,+3.5
2023,Denver Nuggets*,117.6,114.2,+3.4
2023,New York Knicks*,117.8,114.8,+3.0
2023,Sacramento Kings*,119.4,116.8,+2.6
2023,Phoenix Suns*,115.1,113.0,+2.1
2023,New Orleans Pelicans*,114.4,112.5,+1.9
2023,Golden State Warriors*,116.1,114.4,+1.7
2023,Toronto Raptors*,115.5,114.0,+1.5
2023,Chicago Bulls*,113.5,112.2,+1.3
2023,Oklahoma City Thunder*,115.2,114.2,+1.0
2023,Brooklyn Nets*,115.0,114.1,+0.9
2023,Los Angeles Lakers*,114.5,113.9,+0.6
2023,Los Angeles Clippers*,115.0,114.5,+0.5
2023,Atlanta Hawks*,116.6,116.3,+0.3
2023,Dallas Mavericks,116.8,116.7,+0.1
2023,Minnesota Timberwolves*,113.7,113.8,-0.1
2023,Miami Heat*,113.0,113.3,-0.3
2023,Utah Jazz,115.8,116.7,-0.9
2023,Washington Wizards,114.4,115.6,-1.2
2023,Orlando Magic,111.6,114.2,-2.6
2023,Indiana Pacers,114.6,117.7,-3.1
2023,Portland Trail Blazers,114.8,118.8,-4.0
2023,Charlotte Hornets,109.2,115.3,-6.1
2023,Houston Rockets,111.4,119.3,-7.9
2023,Detroit Pistons,110.7,118.9,-8.2
2023,San Antonio Spurs,110.2,120.0,-9.8
2023,League Average,114.8,114.8,
