Player,Age,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MPPerGame,PTSPerGame,TRBPerGame,ASTPerGame,STLPerGame,BLKPerGame,year
Udonis Haslem,30,6,176,18,40,0,0,4,5,7,24,31,4,3,3,5,19,40,.450,,.800,29.3,6.7,5.2,0.7,0.5,0.5,2011
Mike Miller,30,6,94,7,23,7,18,0,0,3,14,17,5,5,1,4,15,21,.304,.389,,15.7,3.5,2.8,0.8,0.8,0.2,2011
Mike Bibby,32,5,87,7,20,5,17,0,0,1,6,7,5,7,1,3,9,19,.350,.294,,17.4,3.8,1.4,1.0,1.4,0.2,2011
Eddie House,32,2,25,3,9,3,8,0,0,0,4,4,1,2,0,1,4,9,.333,.375,,12.5,4.5,2.0,0.5,1.0,0.0,2011
Juwan Howard,37,5,29,3,5,0,0,3,6,3,3,6,1,0,0,1,5,9,.600,,.500,5.8,1.8,1.2,0.2,0.0,0.0,2011
Joel Anthony,28,6,123,4,14,0,0,0,0,12,9,21,2,1,7,1,14,8,.286,,,20.5,1.3,3.5,0.3,0.2,1.2,2011
Team Totals,,6,1441,202,448,45,130,105,148,64,167,231,117,48,27,77,128,554,.451,.346,.709,240.2,92.3,38.5,19.5,8.0,4.5,2011
Jason Terry,33,6,195,38,77,11,28,21,28,3,9,12,19,8,0,8,10,108,.494,.393,.750,32.5,18.0,2.0,3.2,1.3,0.0,2011
Shawn Marion,32,6,215,34,71,0,1,14,17,14,24,38,14,5,4,14,13,82,.479,.000,.824,35.8,13.7,6.3,2.3,0.8,0.7,2011
Tyson Chandler,28,6,224,19,32,0,0,20,32,24,29,53,4,7,7,3,24,58,.594,,.625,37.3,9.7,8.8,0.7,1.2,1.2,2011
J.J. Barea,26,6,128,21,55,6,18,5,7,4,9,13,19,3,0,9,10,53,.382,.333,.714,21.3,8.8,2.2,3.2,0.5,0.0,2011
Jason Kidd,37,6,225,14,36,12,28,6,8,2,25,27,38,7,5,21,6,46,.389,.429,.750,37.5,7.7,4.5,6.3,1.2,0.8,2011
DeShawn Stevenson,29,6,103,13,24,13,23,3,4,1,8,9,2,4,1,1,9,42,.542,.565,.750,17.2,7.0,1.5,0.3,0.7,0.2,2011
Ian Mahinmi,24,3,27,3,5,0,0,3,5,3,2,5,0,1,0,0,13,9,.600,,.600,9.0,3.0,1.7,0.0,0.3,0.0,2011
Brian Cardinal,33,5,30,2,3,2,3,1,2,0,1,1,1,1,0,3,8,7,.667,.667,.500,6.0,1.4,0.2,0.2,0.2,0.0,2011
Brendan Haywood,31,3,25,1,3,0,0,3,6,2,5,7,0,1,3,1,6,5,.333,,.500,8.3,1.7,2.3,0.0,0.3,1.0,2011
Peja Stojaković,33,4,26,1,5,0,4,0,0,0,3,3,0,2,0,2,4,2,.200,.000,,6.5,0.5,0.8,0.0,0.5,0.0,2011
Team Totals,,6,1440,198,436,51,124,121,155,55,171,226,109,43,24,79,118,568,.454,.411,.781,240.0,94.7,37.7,18.2,7.2,4.0,2011
Kevin Garnett,33,7,222,45,88,0,1,17,19,8,31,39,21,10,9,11,28,107,.511,.000,.895,31.7,15.3,5.6,3.0,1.4,1.3,2010
Ray Allen,34,7,276,33,90,12,41,24,25,4,15,19,12,5,0,12,23,102,.367,.293,.960,39.4,14.6,2.7,1.7,0.7,0.0,2010
Rajon Rondo,23,7,272,44,97,2,6,5,19,16,28,44,53,11,2,19,12,95,.454,.333,.263,38.9,13.6,6.3,7.6,1.6,0.3,2010
Glen Davis,24,7,144,18,39,0,0,11,16,16,23,39,3,6,3,7,17,47,.462,,.688,20.6,6.7,5.6,0.4,0.9,0.4,2010
Rasheed Wallace,35,7,144,15,41,5,21,2,2,3,29,32,6,3,5,3,26,37,.366,.238,1.000,20.6,5.3,4.6,0.9,0.4,0.7,2010
Kendrick Perkins,25,6,141,12,21,0,0,11,17,14,21,35,6,1,0,8,16,35,.571,,.647,23.5,5.8,5.8,1.0,0.2,0.0,2010
Nate Robinson,25,7,71,12,30,5,15,5,5,2,6,8,13,1,0,4,6,34,.400,.333,1.000,10.1,4.9,1.1,1.9,0.1,0.0,2010
Tony Allen,28,7,103,8,24,0,1,6,7,3,4,7,3,7,5,5,16,22,.333,.000,.857,14.7,3.1,1.0,0.4,1.0,0.7,2010
Marquis Daniels,29,2,4,1,2,1,1,2,2,1,0,1,0,0,0,1,1,5,.500,1.000,1.000,2.0,2.5,0.5,0.0,0.0,0.0,2010
Michael Finley,36,2,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,.000,.000,,2.5,0.0,0.0,0.0,0.0,0.0,2010
Brian Scalabrine,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,0.0,0.0,0.0,0.0,2010
Shelden Williams,26,2,18,0,2,0,0,0,0,0,4,4,0,0,0,4,4,0,.000,,,9.0,0.0,2.0,0.0,0.0,0.0,2010
Team Totals,,7,1679,231,533,33,107,115,149,71,194,265,138,49,30,92,174,610,.433,.308,.772,239.9,87.1,37.9,19.7,7.0,4.3,2010
Pau Gasol,29,7,293,43,90,0,2,44,61,35,46,81,26,5,18,13,21,130,.478,.000,.721,41.9,18.6,11.6,3.7,0.7,2.6,2010
Metta World Peace,30,7,251,26,72,11,32,11,20,12,20,32,9,10,4,11,24,74,.361,.344,.550,35.9,10.6,4.6,1.3,1.4,0.6,2010
Derek Fisher,35,7,214,21,50,2,10,16,17,3,18,21,14,6,0,9,25,60,.420,.200,.941,30.6,8.6,3.0,2.0,0.9,0.0,2010
Lamar Odom,30,7,192,23,47,1,10,6,11,10,36,46,9,4,4,10,23,53,.489,.100,.545,27.4,7.6,6.6,1.3,0.6,0.6,2010
Andrew Bynum,22,7,175,19,42,0,0,14,20,16,20,36,0,1,9,6,17,52,.452,,.700,25.0,7.4,5.1,0.0,0.1,1.3,2010
Shannon Brown,24,7,84,9,20,0,3,3,3,0,6,6,3,0,1,0,5,21,.450,.000,1.000,12.0,3.0,0.9,0.4,0.0,0.1,2010
Jordan Farmar,23,7,88,9,28,2,10,1,2,1,7,8,6,8,0,8,5,21,.321,.200,.500,12.6,3.0,1.1,0.9,1.1,0.0,2010
Sasha Vujačić,25,7,52,6,16,4,10,5,6,3,4,7,5,2,0,1,5,21,.375,.400,.833,7.4,3.0,1.0,0.7,0.3,0.0,2010
Luke Walton,29,4,31,1,3,0,0,0,0,0,2,2,3,0,2,2,3,2,.333,,,7.8,0.5,0.5,0.8,0.0,0.5,2010
D.J. Mbenga,29,1,3,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,.000,,,3.0,0.0,1.0,0.0,0.0,0.0,2010
Josh Powell,27,2,8,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,.000,.000,,4.0,0.0,0.5,0.0,0.0,0.0,2010
Team Totals,,7,1679,223,534,35,125,153,200,92,205,297,102,51,43,87,156,634,.418,.280,.765,239.9,90.6,42.4,14.6,7.3,6.1,2010
Rashard Lewis,29,5,212,30,74,16,40,11,13,9,29,38,20,4,0,10,15,87,.405,.400,.846,42.4,17.4,7.6,4.0,0.8,0.0,2009
Dwight Howard,23,5,213,21,43,0,0,35,58,18,58,76,11,8,20,20,20,77,.488,,.603,42.6,15.4,15.2,2.2,1.6,4.0,2009
Rafer Alston,32,5,147,21,57,3,19,8,10,1,10,11,15,4,0,8,10,53,.368,.158,.800,29.4,10.6,2.2,3.0,0.8,0.0,2009
Mickaël Piétrus,26,5,140,19,40,4,12,11,14,2,8,10,2,3,1,3,16,53,.475,.333,.786,28.0,10.6,2.0,0.4,0.6,0.2,2009
Courtney Lee,23,5,88,12,32,2,11,3,4,2,5,7,1,3,0,3,13,29,.375,.182,.750,17.6,5.8,1.4,0.2,0.6,0.0,2009
JJ Redick,24,4,65,8,20,5,11,1,1,1,1,2,8,1,0,2,4,22,.400,.455,1.000,16.3,5.5,0.5,2.0,0.3,0.0,2009
Jameer Nelson,26,5,90,8,23,1,6,2,4,1,6,7,14,1,0,7,3,19,.348,.167,.500,18.0,3.8,1.4,2.8,0.2,0.0,2009
Marcin Gortat,24,5,53,7,15,0,0,2,4,2,11,13,0,2,5,3,5,16,.467,,.500,10.6,3.2,2.6,0.0,0.4,1.0,2009
Tony Battie,32,5,35,5,11,0,0,0,0,1,3,4,2,0,2,1,5,10,.455,,,7.0,2.0,0.8,0.4,0.0,0.4,2009
Team Totals,,5,1249,161,376,38,115,96,139,38,153,191,92,30,30,70,110,456,.428,.330,.691,249.8,91.2,38.2,18.4,6.0,6.0,2009
Pau Gasol,28,5,212,36,60,0,0,21,27,10,36,46,11,4,9,5,15,93,.600,,.778,42.4,18.6,9.2,2.2,0.8,1.8,2009
Lamar Odom,29,5,169,26,48,4,8,11,16,10,29,39,4,5,5,9,21,67,.542,.500,.688,33.8,13.4,7.8,0.8,1.0,1.0,2009
Trevor Ariza,23,5,188,20,56,10,24,5,10,9,21,30,8,9,1,5,16,55,.357,.417,.500,37.6,11.0,6.0,1.6,1.8,0.2,2009
Derek Fisher,34,5,179,21,42,7,16,6,6,3,12,15,9,6,0,3,16,55,.500,.438,1.000,35.8,11.0,3.0,1.8,1.2,0.0,2009
Andrew Bynum,21,5,95,12,33,0,0,6,9,10,11,21,3,2,3,3,21,30,.364,,.667,19.0,6.0,4.2,0.6,0.4,0.6,2009
Luke Walton,28,5,76,8,10,0,1,3,6,3,7,10,5,1,0,2,9,19,.800,.000,.500,15.2,3.8,2.0,1.0,0.2,0.0,2009
Jordan Farmar,22,5,57,7,19,1,8,2,2,2,4,6,2,2,0,3,4,17,.368,.125,1.000,11.4,3.4,1.2,0.4,0.4,0.0,2009
Josh Powell,26,2,11,2,4,1,1,0,0,2,2,4,1,0,0,2,2,5,.500,1.000,,5.5,2.5,2.0,0.5,0.0,0.0,2009
Shannon Brown,23,3,16,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,.000,,,5.3,0.0,0.3,0.0,0.0,0.0,2009
D.J. Mbenga,28,3,6,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,.000,,,2.0,0.0,0.3,0.0,0.0,0.3,2009
Sasha Vujačić,24,5,22,0,6,0,3,0,0,0,2,2,2,0,0,1,3,0,.000,.000,,4.4,0.0,0.4,0.4,0.0,0.0,2009
Team Totals,,5,1250,190,416,32,86,91,120,53,150,203,82,36,26,50,121,503,.457,.372,.758,250.0,100.6,40.6,16.4,7.2,5.2,2009
Pau Gasol,27,6,234,33,62,0,0,22,34,12,49,61,20,3,3,13,20,88,.532,,.647,39.0,14.7,10.2,3.3,0.5,0.5,2008
Lamar Odom,28,6,220,31,60,1,5,18,28,12,42,54,18,2,6,16,23,81,.517,.200,.643,36.7,13.5,9.0,3.0,0.3,1.0,2008
Derek Fisher,33,6,187,17,42,3,16,28,34,2,7,9,19,9,0,9,17,65,.405,.188,.824,31.2,10.8,1.5,3.2,1.5,0.0,2008
Sasha Vujačić,23,6,132,18,46,8,23,6,7,3,9,12,5,3,1,5,14,50,.391,.348,.857,22.0,8.3,2.0,0.8,0.5,0.2,2008
Vladimir Radmanović,27,6,128,16,41,10,26,2,2,6,23,29,8,4,0,4,22,44,.390,.385,1.000,21.3,7.3,4.8,1.3,0.7,0.0,2008
Jordan Farmar,21,6,115,15,31,9,17,3,4,1,10,11,8,2,3,5,7,42,.484,.529,.750,19.2,7.0,1.8,1.3,0.3,0.5,2008
Luke Walton,27,6,66,5,16,2,6,3,4,2,4,6,7,1,1,3,13,15,.313,.333,.750,11.0,2.5,1.0,1.2,0.2,0.2,2008
Trevor Ariza,22,5,35,5,9,1,3,2,4,3,6,9,1,1,1,1,6,13,.556,.333,.500,7.0,2.6,1.8,0.2,0.2,0.2,2008
Ronny Turiaf,25,6,62,5,10,0,0,1,4,0,4,4,0,0,3,1,13,11,.500,,.250,10.3,1.8,0.7,0.0,0.0,0.5,2008
Chris Mihm,28,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,.000,,,3.0,0.0,0.0,0.0,0.0,0.0,2008
Team Totals,,6,1440,198,449,43,124,124,170,49,174,223,116,41,19,81,156,563,.441,.347,.729,240.0,93.8,37.2,19.3,6.8,3.2,2008
Ray Allen,32,6,246,37,73,22,42,26,30,8,22,30,15,8,4,11,16,122,.507,.524,.867,41.0,20.3,5.0,2.5,1.3,0.7,2008
Kevin Garnett,31,6,228,45,105,0,1,19,25,22,56,78,18,10,6,16,16,109,.429,.000,.760,38.0,18.2,13.0,3.0,1.7,1.0,2008
Rajon Rondo,21,6,162,20,53,0,3,16,27,7,16,23,40,9,3,9,13,56,.377,.000,.593,27.0,9.3,3.8,6.7,1.5,0.5,2008
James Posey,31,6,151,14,28,12,24,12,12,3,20,23,3,8,1,5,16,52,.500,.500,1.000,25.2,8.7,3.8,0.5,1.3,0.2,2008
Leon Powe,24,6,53,11,20,0,0,15,21,7,12,19,0,0,0,2,13,37,.550,,.714,8.8,6.2,3.2,0.0,0.0,0.0,2008
Eddie House,29,4,74,10,28,7,17,5,6,0,10,10,10,1,0,2,4,32,.357,.412,.833,18.5,8.0,2.5,2.5,0.3,0.0,2008
P.J. Brown,38,6,117,9,23,0,0,6,8,5,14,19,4,3,3,2,19,24,.391,,.750,19.5,4.0,3.2,0.7,0.5,0.5,2008
Kendrick Perkins,23,5,92,8,14,0,0,4,6,8,10,18,2,3,5,6,21,20,.571,,.667,18.4,4.0,3.6,0.4,0.6,1.0,2008
Sam Cassell,38,5,51,9,24,0,6,1,1,0,1,1,6,2,0,2,4,19,.375,.000,1.000,10.2,3.8,0.2,1.2,0.4,0.0,2008
Tony Allen,26,3,19,4,6,0,0,0,0,0,1,1,2,1,0,0,0,8,.667,,,6.3,2.7,0.3,0.7,0.3,0.0,2008
Glen Davis,22,1,15,1,2,0,0,1,2,2,2,4,0,0,0,0,2,3,.500,,.500,15.0,3.0,4.0,0.0,0.0,0.0,2008
Team Totals,,6,1441,206,464,52,121,149,191,65,188,253,138,52,24,77,148,613,.444,.430,.780,240.2,102.2,42.2,23.0,8.7,4.0,2008
Drew Gooden,25,4,110,22,44,0,1,7,8,12,21,33,1,1,2,5,14,51,.500,.000,.875,27.5,12.8,8.3,0.3,0.3,0.5,2007
Daniel Gibson,20,4,139,18,41,6,19,1,1,1,6,7,10,6,0,0,8,43,.439,.316,1.000,34.8,10.8,1.8,2.5,1.5,0.0,2007
Sasha Pavlović,23,4,127,16,44,5,12,2,6,4,6,10,3,2,0,5,10,39,.364,.417,.333,31.8,9.8,2.5,0.8,0.5,0.0,2007
Zydrunas Ilgauskas,31,4,103,13,37,0,0,5,6,18,23,41,2,2,4,4,10,31,.351,,.833,25.8,7.8,10.3,0.5,0.5,1.0,2007
Anderson Varejão,24,4,98,10,15,0,0,10,16,6,15,21,3,5,2,2,12,30,.667,,.625,24.5,7.5,5.3,0.8,1.3,0.5,2007
Damon Jones,30,4,65,5,11,5,9,3,3,1,4,5,4,0,0,0,2,18,.455,.556,1.000,16.3,4.5,1.3,1.0,0.0,0.0,2007
Donyell Marshall,33,4,61,5,16,2,11,3,4,2,7,9,5,3,0,2,8,15,.313,.182,.750,15.3,3.8,2.3,1.3,0.8,0.0,2007
Eric Snow,33,4,41,2,5,0,0,1,2,1,3,4,9,1,1,1,1,5,.400,,.500,10.3,1.3,1.0,2.3,0.3,0.3,2007
Larry Hughes,28,2,44,1,10,0,2,0,0,0,5,5,2,1,0,2,3,2,.100,.000,,22.0,1.0,2.5,1.0,0.5,0.0,2007
Shannon Brown,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2007
Ira Newble,32,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,.000,.000,,1.0,0.0,1.0,0.0,0.0,0.0,2007
Scot Pollard,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,0.0,0.0,0.0,0.0,2007
Team Totals,,4,960,124,314,22,75,52,75,49,115,164,66,25,11,44,76,322,.395,.293,.693,240.0,80.5,41.0,16.5,6.3,2.8,2007
Tim Duncan,30,4,149,29,65,0,0,15,24,16,30,46,15,5,9,11,13,73,.446,,.625,37.3,18.3,11.5,3.8,1.3,2.3,2007
Manu Ginóbili,29,4,117,18,49,10,23,25,30,1,22,23,10,5,0,9,15,71,.367,.435,.833,29.3,17.8,5.8,2.5,1.3,0.0,2007
Bruce Bowen,35,4,167,8,27,7,18,1,4,3,19,22,5,2,1,3,7,24,.296,.389,.250,41.8,6.0,5.5,1.3,0.5,0.3,2007
Fabricio Oberto,31,4,83,8,17,0,0,1,3,7,10,17,2,1,0,4,11,17,.471,,.333,20.8,4.3,4.3,0.5,0.3,0.0,2007
Francisco Elson,30,4,46,6,6,0,0,4,5,6,4,10,0,1,0,3,5,16,1.000,,.800,11.5,4.0,2.5,0.0,0.3,0.0,2007
Michael Finley,33,4,74,6,23,1,12,2,3,1,7,8,3,5,0,2,4,15,.261,.083,.667,18.5,3.8,2.0,0.8,1.3,0.0,2007
Brent Barry,35,4,42,4,11,4,10,0,0,1,5,6,2,1,0,3,3,12,.364,.400,,10.5,3.0,1.5,0.5,0.3,0.0,2007
Robert Horry,36,4,88,3,9,3,8,3,4,4,14,18,13,1,5,5,7,12,.333,.375,.750,22.0,3.0,4.5,3.3,0.3,1.3,2007
Jacque Vaughn,31,4,41,4,7,0,0,0,0,1,4,5,4,0,0,0,2,8,.571,,,10.3,2.0,1.3,1.0,0.0,0.0,2007
Beno Udrih,24,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.5,0.0,0.0,0.0,0.0,0.0,2007
Team Totals,,4,959,128,288,29,78,61,92,43,132,175,67,24,15,52,72,346,.444,.372,.663,239.8,86.5,43.8,16.8,6.0,3.8,2007
Jason Terry,28,6,240,54,113,13,41,11,15,1,12,13,21,11,0,15,11,132,.478,.317,.733,40.0,22.0,2.2,3.5,1.8,0.0,2006
Josh Howard,25,6,231,31,80,5,19,21,26,10,39,49,11,7,4,15,26,88,.388,.263,.808,38.5,14.7,8.2,1.8,1.2,0.7,2006
Jerry Stackhouse,31,5,150,22,62,7,19,13,14,5,12,17,15,4,3,11,10,64,.355,.368,.929,30.0,12.8,3.4,3.0,0.8,0.6,2006
Devin Harris,22,6,147,16,44,0,3,12,16,3,2,5,17,5,0,11,21,44,.364,.000,.750,24.5,7.3,0.8,2.8,0.8,0.0,2006
Erick Dampier,30,6,148,13,18,0,0,8,16,16,33,49,2,6,4,8,22,34,.722,,.500,24.7,5.7,8.2,0.3,1.0,0.7,2006
Adrian Griffin,31,6,82,9,16,0,0,0,0,8,11,19,5,5,0,3,13,18,.563,,,13.7,3.0,3.2,0.8,0.8,0.0,2006
Marquis Daniels,25,6,53,6,11,1,3,4,5,2,1,3,8,0,0,4,7,17,.545,.333,.800,8.8,2.8,0.5,1.3,0.0,0.0,2006
DeSagana Diop,24,6,94,3,6,0,0,4,8,5,15,20,1,2,5,3,23,10,.500,,.500,15.7,1.7,3.3,0.2,0.3,0.8,2006
Keith Van Horn,30,5,39,3,11,1,6,0,0,1,5,6,0,0,0,3,5,7,.273,.167,,7.8,1.4,1.2,0.0,0.0,0.0,2006
Darrell Armstrong,37,1,6,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,.000,.000,,6.0,0.0,1.0,0.0,0.0,0.0,2006
D.J. Mbenga,25,2,9,0,0,0,0,0,0,0,3,3,0,0,0,1,4,0,,,,4.5,0.0,1.5,0.0,0.0,0.0,2006
Josh Powell,23,1,4,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,.000,,,4.0,0.0,1.0,0.0,0.0,0.0,2006
Team Totals,,6,1465,198,469,33,116,122,155,61,190,251,95,44,20,87,164,551,.422,.284,.787,244.2,91.8,41.8,15.8,7.3,3.3,2006
Antoine Walker,29,6,219,34,87,10,37,5,9,4,29,33,13,4,3,12,17,83,.391,.270,.556,36.5,13.8,5.5,2.2,0.7,0.5,2006
Shaquille O'Neal,33,6,211,34,56,0,0,14,48,15,46,61,17,3,5,19,22,82,.607,,.292,35.2,13.7,10.2,2.8,0.5,0.8,2006
Jason Williams,30,6,188,18,50,10,29,7,11,0,11,11,28,3,0,8,9,53,.360,.345,.636,31.3,8.8,1.8,4.7,0.5,0.0,2006
James Posey,29,6,177,13,31,8,20,10,13,6,30,36,2,6,0,7,22,44,.419,.400,.769,29.5,7.3,6.0,0.3,1.0,0.0,2006
Udonis Haslem,25,6,175,18,36,0,0,3,10,17,20,37,2,7,0,14,25,39,.500,,.300,29.2,6.5,6.2,0.3,1.2,0.0,2006
Alonzo Mourning,35,6,66,9,13,0,0,8,12,4,15,19,0,2,9,4,14,26,.692,,.667,11.0,4.3,3.2,0.0,0.3,1.5,2006
Gary Payton,37,6,134,7,19,1,7,1,3,3,9,12,12,6,0,6,14,16,.368,.143,.333,22.3,2.7,2.0,2.0,1.0,0.0,2006
Shandon Anderson,32,4,31,2,6,0,1,2,4,2,5,7,3,0,0,4,1,6,.333,.000,.500,7.8,1.5,1.8,0.8,0.0,0.0,2006
Michael Doleac,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,0.0,0.0,0.0,0.0,2006
Jason Kapono,24,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.0,0.0,0.0,0.0,0.0,0.0,2006
Team Totals,,6,1465,200,437,32,105,125,207,63,200,263,100,47,23,96,146,557,.458,.305,.604,244.2,92.8,43.8,16.7,7.8,3.8,2006
Richard Hamilton,26,7,295,49,127,1,6,18,24,9,28,37,18,4,1,14,23,117,.386,.167,.750,42.1,16.7,5.3,2.6,0.6,0.1,2005
Rasheed Wallace,30,7,227,35,80,5,17,1,4,13,26,39,13,14,17,7,30,76,.438,.294,.250,32.4,10.9,5.6,1.9,2.0,2.4,2005
Ben Wallace,30,7,280,33,58,0,0,9,21,27,45,72,7,12,21,7,19,75,.569,,.429,40.0,10.7,10.3,1.0,1.7,3.0,2005
Antonio McDyess,30,7,156,33,65,0,0,5,9,18,33,51,7,6,8,10,22,71,.508,,.556,22.3,10.1,7.3,1.0,0.9,1.1,2005
Tayshaun Prince,24,7,273,29,76,1,9,12,14,12,22,34,18,10,4,8,15,71,.382,.111,.857,39.0,10.1,4.9,2.6,1.4,0.6,2005
Lindsey Hunter,34,7,137,16,42,0,6,7,8,5,8,13,19,9,1,4,16,39,.381,.000,.875,19.6,5.6,1.9,2.7,1.3,0.1,2005
Carlos Arroyo,25,5,31,5,10,0,0,1,2,0,1,1,3,1,0,2,3,11,.500,,.500,6.2,2.2,0.2,0.6,0.2,0.0,2005
Darvin Ham,31,5,8,1,2,0,0,0,0,3,0,3,0,0,0,0,1,2,.500,,,1.6,0.4,0.6,0.0,0.0,0.0,2005
Darko Miličić,19,3,7,1,3,0,0,0,0,0,2,2,0,0,0,0,0,2,.333,,,2.3,0.7,0.7,0.0,0.0,0.0,2005
Elden Campbell,36,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,1.0,0.0,0.0,1.0,0.0,0.0,2005
Ronald Dupree,24,5,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,,,1.8,0.0,0.0,0.0,0.0,0.0,2005
Team Totals,,7,1706,248,571,18,75,93,126,96,191,287,130,63,53,61,149,607,.434,.240,.738,243.7,86.7,41.0,18.6,9.0,7.6,2005
Manu Ginóbili,27,7,252,42,85,12,31,35,41,8,33,41,28,9,1,23,23,131,.494,.387,.854,36.0,18.7,5.9,4.0,1.3,0.1,2005
Tony Parker,22,7,265,44,96,2,14,7,16,2,15,17,24,2,1,22,24,97,.458,.143,.438,37.9,13.9,2.4,3.4,0.3,0.1,2005
Robert Horry,34,7,204,24,54,15,31,11,15,13,21,34,15,7,5,8,15,74,.444,.484,.733,29.1,10.6,4.9,2.1,1.0,0.7,2005
Bruce Bowen,33,7,271,19,50,13,29,4,6,1,18,19,14,4,5,11,26,55,.380,.448,.667,38.7,7.9,2.7,2.0,0.6,0.7,2005
Nazr Mohammed,27,7,158,13,30,0,0,8,11,20,22,42,0,2,6,5,15,34,.433,,.727,22.6,4.9,6.0,0.0,0.3,0.9,2005
Brent Barry,33,7,142,11,27,6,16,4,5,3,12,15,11,4,2,8,15,32,.407,.375,.800,20.3,4.6,2.1,1.6,0.6,0.3,2005
Beno Udrih,22,5,46,4,11,2,4,2,2,2,3,5,4,1,0,8,3,12,.364,.500,1.000,9.2,2.4,1.0,0.8,0.2,0.0,2005
Devin Brown,26,6,35,3,11,1,2,4,7,1,5,6,3,0,0,1,2,11,.273,.500,.571,5.8,1.8,1.0,0.5,0.0,0.0,2005
Rasho Nesterović,28,4,25,1,2,0,0,0,2,3,5,8,1,0,1,1,2,2,.500,,.000,6.3,0.5,2.0,0.3,0.0,0.3,2005
Glenn Robinson,32,3,14,1,5,0,1,0,0,0,3,3,0,0,3,1,0,2,.200,.000,,4.7,0.7,1.0,0.0,0.0,1.0,2005
Tony Massenburg,37,3,9,0,3,0,0,0,0,0,3,3,0,0,0,0,1,0,.000,,,3.0,0.0,1.0,0.0,0.0,0.0,2005
Team Totals,,7,1706,216,503,51,128,111,159,86,206,292,115,32,39,105,142,594,.429,.398,.698,243.7,84.9,41.7,16.4,4.6,5.6,2005
Kobe Bryant,25,5,231,43,113,4,23,23,25,2,12,14,22,9,3,18,15,113,.381,.174,.920,46.2,22.6,2.8,4.4,1.8,0.6,2004
